source,source_row,query,page,impressions,clicks,ctr,position
clarity,30,,https://chenguangwu.github.io/tools/general/calc-94.html,1,0,0,1
clarity,32,,https://chenguangwu.github.io/tools/textile/fabric-converter.html,1,0,0,1
clarity,34,,https://chenguangwu.github.io/tools/network/analysis-66.html,1,0,0,1
clarity,35,,https://chenguangwu.github.io/tools/encode/encode-5.html,1,0,0,1
clarity,36,,https://chenguangwu.github.io/tools/reproductive-medicine/ivf-statistics.html,0,0,0,2
clarity,37,,https://chenguangwu.github.io/tools/usedcar/calc-73.html,1,0,0,1
clarity,39,,https://chenguangwu.github.io/tools/fishery/estimate-emission-wastewater.html,1,0,0,1
clarity,40,,https://chenguangwu.github.io/tools/life/density-converter.html,2,0,0,1
clarity,41,,https://chenguangwu.github.io/tools/tcm-chemistry/capsule-filling.html,0,0,0,1
clarity,42,,https://chenguangwu.github.io/tools/textile/fukuanpailiaoliyonglv.html,1,0,0,1
clarity,43,,https://chenguangwu.github.io/tools/forestry/area-18.html,1,0,0,1
clarity,44,,https://chenguangwu.github.io/tools/manufacturing/quality-control.html,1,0,0,1
clarity,45,,https://chenguangwu.github.io/tools/rubber/cure-time.html,0,0,0,1
clarity,46,,https://chenguangwu.github.io/tools/photo/depth-of-field.html,0,0,0,1
clarity,47,,https://chenguangwu.github.io/tools/energy/lcoe.html,1,0,0,1
clarity,48,,https://chenguangwu.github.io/tools/civil/cft-capacity.html,1,0,0,1
clarity,49,,https://chenguangwu.github.io/tools/aerospace/lift-coefficient.html,0,0,0,1
clarity,51,,https://chenguangwu.github.io/tools/photo/golden-hour.html,1,0,0,1
clarity,52,,https://chenguangwu.github.io/tools/life/tip-calculator.html,1,0,0,1
clarity,53,,https://chenguangwu.github.io/tools/yoga/index.html,1,0,0,1
clarity,54,,https://chenguangwu.github.io/tools/cosmetic-derm/aging-1.html,0,0,0,1
clarity,55,,https://chenguangwu.github.io/tools/banking/index.html,1,0,0,1
clarity,56,,https://chenguangwu.github.io/tools/urology/iief5-score.html,0,0,0,4
clarity,58,,https://chenguangwu.github.io/tools/funeral/grave-design.html,1,0,0,1
clarity,59,,https://chenguangwu.github.io/tools/decor/skirting-length.html,1,0,0,1
clarity,60,,https://chenguangwu.github.io/tools/marketing/marketing-markup-margin.html,1,0,0,1
clarity,61,,https://chenguangwu.github.io/tools/gardening/compost-calculator.html,0,0,0,1
clarity,62,,https://chenguangwu.github.io/tools/cardiology/myocardial-bridge.html,1,0,0,1
clarity,63,,https://chenguangwu.github.io/tools/nuclear/activity-from-halflife.html,1,0,0,1
clarity,64,,https://chenguangwu.github.io/tools/gastroenterology/calc-1.html,1,0,0,1
clarity,65,,https://chenguangwu.github.io/tools/acupuncture/index.html,1,0,0,1
clarity,66,,https://chenguangwu.github.io/tools/nephrology/shenxiaoqiulvguolv-24h-jiganqingchu-ccr.html,1,0,0,1
clarity,68,,https://chenguangwu.github.io/tools/exhibition/analysis-61.html,1,0,0,1
clarity,69,,https://chenguangwu.github.io/tools/design/rem-to-px.html,1,0,0,1
clarity,70,,https://chenguangwu.github.io/tools/music/guitar-fretboard.html,1,0,0,1
clarity,72,,https://chenguangwu.github.io/tools/automotive/voltage-1.html,0,0,0,1
clarity,73,,https://chenguangwu.github.io/tools/civil/excavation-earth.html,1,0,0,1
clarity,74,,https://chenguangwu.github.io/tools/food-testing/acid-peroxide-titration.html,0,0,0,1
clarity,75,,https://chenguangwu.github.io/tools/hydraulic/calc-speed-itinerary.html,0,0,0,1
clarity,76,,https://chenguangwu.github.io/tools/math/gcd-lcm.html,1,0,0,1
clarity,77,,https://chenguangwu.github.io/tools/realestate/assessor-38.html,1,0,0,1
clarity,78,,https://chenguangwu.github.io/tools/fun/bbq-portion.html,1,0,0,2
clarity,79,,https://chenguangwu.github.io/tools/finance/lease-payment-calculator.html,1,0,0,1
clarity,80,,https://chenguangwu.github.io/tools/agriculture/estimate-yield-rate.html,2,0,0,1
clarity,81,,https://chenguangwu.github.io/tools/general/distance-power-frequency.html,1,0,0,1
clarity,82,,https://chenguangwu.github.io/tools/it/toml-to-json.html,1,0,0,1
clarity,83,,https://chenguangwu.github.io/tools/general/bearing-1.html,1,0,0,1
clarity,84,,https://chenguangwu.github.io/tools/health/ibw-calculator.html,0,0,0,1
clarity,85,,https://chenguangwu.github.io/tools/tcm-pharmacy/medicinal-wine.html,1,0,0,1
clarity,86,,https://chenguangwu.github.io/tools/startup/calc-1.html,1,0,0,1
clarity,87,,https://chenguangwu.github.io/tools/fun/color-guess.html,1,0,0,1
clarity,88,,https://chenguangwu.github.io/tools/fishery/feeding-rate.html,0,0,0,1
clarity,89,,https://chenguangwu.github.io/tools/meteorology/wet-bulb-temperature.html,1,0,0,1
clarity,90,,https://chenguangwu.github.io/tools/health/dysphagia-food-guide.html,2,0,0,1
clarity,91,,https://chenguangwu.github.io/tools/office/pdf-rotate.html,1,0,0,2
clarity,92,,https://chenguangwu.github.io/tools/fire-rescue/index.html,1,0,0,1
clarity,93,,https://chenguangwu.github.io/tools/agriculture/calculator-calc-ratio-1.html,1,0,0,1
clarity,94,,https://chenguangwu.github.io/tools/science/heat-transfer-calculator.html,1,0,0,1
clarity,96,,https://chenguangwu.github.io/tools/urology/assessor-pressure.html,1,0,0,1.5
clarity,97,,https://chenguangwu.github.io/tools/pediatrics/chd-assessment.html,0,0,0,1
clarity,99,,https://chenguangwu.github.io/tools/gastroenterology/detector-7.html,1,0,0,2
clarity,101,,https://chenguangwu.github.io/tools/mechanical/bolt-torque.html,0,0,0,1
clarity,103,,https://chenguangwu.github.io/search.html?q=test,0,0,0,1
clarity,104,,https://chenguangwu.github.io/tools/endocrinology/mage-index.html,1,0,0,2
clarity,105,,https://chenguangwu.github.io/tools/accounting/report-2.html,1,0,0,1
clarity,107,,https://chenguangwu.github.io/tools/research/index.html,0,0,0,2
clarity,108,,https://chenguangwu.github.io/tools/sports/rater-35.html,1,0,0,1
clarity,109,,https://chenguangwu.github.io/tools/ai/flops.html,1,0,0,1
clarity,112,,https://chenguangwu.github.io/tools/tcm-diagnosis/pulse-diagnosis.html,0,0,0,1
clarity,114,,https://chenguangwu.github.io/tools/reproductive-medicine/pgt-indication.html,0,0,0,2
clarity,115,,https://chenguangwu.github.io/tools/healthcare/map.html,1,0,0,1
clarity,116,,https://chenguangwu.github.io/tools/hydraulic/pump-power.html,1,0,0,1
clarity,117,,https://chenguangwu.github.io/tools/rheumatology/mda5-antibody.html,1,0,0,1
clarity,118,,https://chenguangwu.github.io/tools/sports/baofali-zongtiao-lidingtiaoyuan.html,2,0,0,1
clarity,120,,https://chenguangwu.github.io/tools/clinical-nursing/iv-drip-rate.html,1,0,0,1
clarity,121,,https://chenguangwu.github.io/tools/machinery/calc-strength.html,0,0,0,1
clarity,122,,https://chenguangwu.github.io/tools/it/bcrypt.html,1,0,0,2
clarity,123,,https://chenguangwu.github.io/tools/blasting/rock-excavation.html,0,0,0,1
clarity,124,,https://chenguangwu.github.io/tools/reproductive-medicine/epididymal-aspiration.html,1,0,0,1.5
clarity,125,,https://chenguangwu.github.io/tools/agriculture/dry-matter-conversion.html,1,0,0,1
clarity,126,,https://chenguangwu.github.io/tools/science/cycle.html,1,0,0,1
clarity,128,,https://chenguangwu.github.io/tools/energy/energy-efficiency.html,1,0,0,1
clarity,129,,https://chenguangwu.github.io/tools/it/calc-4.html,1,0,0,1
clarity,130,,https://chenguangwu.github.io/tools/science/wire-gauge-converter.html,2,0,0,1
clarity,131,,https://chenguangwu.github.io/tools/forensic-medicine/drowning-diatom.html,1,0,0,2
clarity,134,,https://chenguangwu.github.io/tools/science/phone-qr.html,2,0,0,1
clarity,135,,https://chenguangwu.github.io/tools/textile2/dye-temp.html,0,0,0,1
clarity,136,,https://chenguangwu.github.io/tools/it/case-converter.html,1,0,0,1
clarity,137,,https://chenguangwu.github.io/tools/design/generator-8.html,1,0,0,1
clarity,138,,https://chenguangwu.github.io/tools/cosmetic-derm/thread-lift.html,1,0,0,1
clarity,139,,https://chenguangwu.github.io/tools/advertising/convert-27.html,1,0,0,1
clarity,140,,https://chenguangwu.github.io/tools/fluid/terminal-velocity.html,1,0,0,1
clarity,141,,https://chenguangwu.github.io/tools/materials/volumetric-strain.html,0,0,0,1
clarity,142,,https://chenguangwu.github.io/tools/reproductive-medicine/vasography.html,1,0,0,1
clarity,143,,https://chenguangwu.github.io/tools/mining/mineral-density.html,1,0,0,1
clarity,144,,https://chenguangwu.github.io/tools/endocrinology/calc-1.html,1,0,0,1
clarity,145,,https://chenguangwu.github.io/tools/seismology/index.html,1,0,0,1
clarity,147,,https://chenguangwu.github.io/tools/geometry/dot-product-2d.html,1,0,0,1
clarity,148,,https://chenguangwu.github.io/tools/sports/taiquandao-hengti-xiapi-defen.html,1,0,0,1
clarity,149,,https://chenguangwu.github.io/tools/finance/credit-card-bin.html,1,0,0,1
clarity,150,,https://chenguangwu.github.io/tools/welding/hanjiegongzhuangjiajusheji.html,1,0,0,1
clarity,151,,https://chenguangwu.github.io/tools/economics/inflation-rate.html,1,0,0,1
clarity,152,,https://chenguangwu.github.io/tools/science/physics-calculator.html,1,0,0,1
clarity,154,,https://chenguangwu.github.io/guides/baker-percentage-guide.html,0,0,0,1
clarity,155,,https://chenguangwu.github.io/tools/legal/calc-8.html,1,0,0,1
clarity,156,,https://chenguangwu.github.io/guides/gitignore-generator-guide.html,1,0,0,1
clarity,157,,https://chenguangwu.github.io/tools/data/random-6.html,1,0,0,1
clarity,159,,https://chenguangwu.github.io/tools/endocrinology/index.html,1,0,0,1
clarity,161,,https://chenguangwu.github.io/tools/quantum/index.html,1,0,0,1
clarity,163,,https://chenguangwu.github.io/tools/it/gitignore-generator.html,1,0,0,1
clarity,164,,https://chenguangwu.github.io/tools/cardiology/antiarrhythmic-class.html,0,0,0,1
clarity,166,,https://chenguangwu.github.io/search.html?q=%E5%A4%8D%E5%88%A9%E5%A4%8D%E5%88%A9,1,0,0,1
clarity,168,,https://chenguangwu.github.io/tools/psychiatry/phq9-depression.html,1,0,0,1
clarity,169,,https://chenguangwu.github.io/tools/robotics/end-effector-reach.html,1,0,0,1
clarity,170,,https://chenguangwu.github.io/tools/ballistics/caliber-conversion.html,0,0,0,1
clarity,172,,https://chenguangwu.github.io/tools/finance/index.html,0,0,0,1
clarity,173,,https://chenguangwu.github.io/tools/fitness/rater-time.html,1,0,0,1
clarity,174,,https://chenguangwu.github.io/tools/fishery/feed-rate-calculator.html,0,0,0,1.5
clarity,175,,https://chenguangwu.github.io/tools/design/pixel-art-generator.html,2,0,0,1
clarity,176,,https://chenguangwu.github.io/tools/general/detector-water-pressure-1.html,0,0,0,1
clarity,177,,https://chenguangwu.github.io/tools/it/text-statistics.html,1,0,0,1
clarity,178,,https://chenguangwu.github.io/tools/it/string-obfuscator.html,1,0,0,1
clarity,179,,https://chenguangwu.github.io/tools/life/volume-converter.html,2,0,0,1
clarity,180,,https://chenguangwu.github.io/tools/it/js-obfuscator.html,3,0,0,1
clarity,182,,https://chenguangwu.github.io/tools/uiux/analysis-64.html,1,0,0,1
clarity,184,,https://chenguangwu.github.io/index.html,6,0,0,7
clarity,185,,https://chenguangwu.github.io/tools/elderly/index.html,1,0,0,1
clarity,186,,https://chenguangwu.github.io/tools/life/magnet-converter.html,1,0,0,1
clarity,189,,https://chenguangwu.github.io/tools/welding/detector-25.html,0,0,0,1
clarity,190,,https://chenguangwu.github.io/tools/metrology/expanded-uncertainty.html,1,0,0,1
clarity,191,,https://chenguangwu.github.io/tools/sports/xuerusuanyuzhiceding.html,1,0,0,1
clarity,192,,https://chenguangwu.github.io/tools/leather/area-20.html,1,0,0,1
clarity,193,,https://chenguangwu.github.io/tools/it/pdf-signature-checker.html,1,0,0,1
clarity,194,,https://chenguangwu.github.io/tools/energy/electrical-power.html,1,0,0,1
clarity,195,,https://chenguangwu.github.io/tools/general/power-voltage.html,1,0,0,1
clarity,196,,https://chenguangwu.github.io/?lang=en,0,0,0,2
clarity,197,,https://chenguangwu.github.io/tools/chinese-cook/cutting-sizes.html,1,0,0,1
clarity,198,,https://chenguangwu.github.io/tools/general/calc-203.html,1,0,0,1
clarity,199,,https://chenguangwu.github.io/tools/music/detector.html,1,0,0,1
clarity,200,,https://chenguangwu.github.io/tools/quantum/mass-energy-equivalence.html,1,0,0,1
clarity,204,,https://chenguangwu.github.io/tools/acupuncture/moxibustion-count.html,1,0,0,1
clarity,205,,https://chenguangwu.github.io/tools/rheumatology/assessor-10.html,1,0,0,1
clarity,206,,https://chenguangwu.github.io/tools/it/calc-1.html,1,0,0,1
clarity,207,,https://chenguangwu.github.io/tools/ceramics/glaze-ratio.html,1,0,0,1
clarity,208,,https://chenguangwu.github.io/search.html?q=abcdefg,1,0,0,1
clarity,209,,https://chenguangwu.github.io/tools/mechanical/bearing-life.html,1,0,0,1
clarity,210,,https://chenguangwu.github.io/tools/hematology/coagulation-factor.html,1,0,0,1
clarity,212,,https://chenguangwu.github.io/tools/it/text-dedupe-sort.html,1,0,0,1
clarity,215,,https://chenguangwu.github.io/tools/pediatrics/rater-27.html,1,0,0,1
clarity,216,,https://chenguangwu.github.io/tools/uiux/index.html,1,0,0,1
clarity,217,,https://chenguangwu.github.io/tools/leather/index.html,1,0,0,1.5
clarity,218,,https://chenguangwu.github.io/tools/gardening2/pest-control.html,0,0,0,1
clarity,219,,https://chenguangwu.github.io/tools/music/sheet-music.html,1,0,0,1
clarity,220,,https://chenguangwu.github.io/tools/finance/lottery-odds-calculator.html,2,0,0,1.3333333333333333
clarity,221,,https://chenguangwu.github.io/tools/general/voltage-9.html,1,0,0,2
clarity,222,,https://chenguangwu.github.io/tools/legal/will-template-generator.html,1,0,0,2
clarity,223,,https://chenguangwu.github.io/tools/martial-arts/assessor-hardness.html,1,0,0,1
clarity,224,,https://chenguangwu.github.io/tools/urology/rater-3.html,0,0,0,2
clarity,225,,https://chenguangwu.github.io/tools/it/text-steganography.html,1,0,0,1
clarity,226,,https://chenguangwu.github.io/tools/dance/assessor-csat-1.html,1,0,0,1
clarity,227,,https://chenguangwu.github.io/tools/nutrition/calorie-deficit.html,0,0,0,1
clarity,229,,https://chenguangwu.github.io/tools/fun/word-scramble.html,2,0,0,1
clarity,230,,https://chenguangwu.github.io/tools/finance/tax-bracket.html,1,0,0,1
clarity,231,,https://chenguangwu.github.io/tools/legal/feisu-ipo-simu-binggou-yewu.html,2,0,0,1
clarity,232,,https://chenguangwu.github.io/tools/tcm-diagnosis/disease-tracking.html,1,0,0,1
clarity,233,,https://chenguangwu.github.io/tools/cosmetic-derm/index.html,0,0,0,2
clarity,234,,https://chenguangwu.github.io/tools/statistics/confidence-proportion.html,1,0,0,1
clarity,235,,https://chenguangwu.github.io/tools/rheumatology/rater-17.html,1,0,0,2
clarity,236,,https://chenguangwu.github.io/tools/dentistry/assessor-5.html,0,0,0,1
clarity,237,,https://chenguangwu.github.io/tools/fun/pattern-memory.html,1,0,0,1
clarity,238,,https://chenguangwu.github.io/tools/surveying/area-calc.html,1,0,0,1
clarity,239,,https://chenguangwu.github.io/tools/it/box-shadow-generator.html,1,0,0,1
clarity,241,,https://chenguangwu.github.io/tools/rehabilitation/assistive-device-fitting.html,1,0,0,1
clarity,242,,https://chenguangwu.github.io/tools/edu/pinyin-typing-practice.html,1,0,0,1
clarity,243,,https://chenguangwu.github.io/tools/tcm-diagnosis/disease-nature.html,1,0,0,2
clarity,244,,https://chenguangwu.github.io/tools/quantum/angular-momentum-quant.html,1,0,0,1
clarity,245,,https://chenguangwu.github.io/tools/life/unit-converter.html,1,0,0,1
clarity,248,,https://chenguangwu.github.io/tools/photo/index.html,1,0,0,1
clarity,249,,https://chenguangwu.github.io/tools/general/detector-131.html,0,0,0,1
clarity,250,,https://chenguangwu.github.io/tools/transport/estimate-capacity.html,1,0,0,1
clarity,251,,https://chenguangwu.github.io/tools/unitedfront/index.html,1,0,0,1
clarity,252,,https://chenguangwu.github.io/tools/safety/ppe-replacement.html,1,0,0,1
clarity,254,,https://chenguangwu.github.io/tools/language/spanish-accent-rules.html,1,0,0,1
clarity,255,,https://chenguangwu.github.io/tools/fun/keyboard-heatmap.html,1,0,0,1
clarity,256,,https://chenguangwu.github.io/tools/forensic-medicine/fall-injury.html,1,0,0,1
clarity,257,,https://chenguangwu.github.io/tools/ent/adenoid-grading.html,1,0,0,1
clarity,258,,https://chenguangwu.github.io/tools/cardiology/grace-score.html,1,0,0,1
clarity,260,,https://chenguangwu.github.io/tools/mining/estimate-reserve.html,1,0,0,1
clarity,261,,https://chenguangwu.github.io/tools/reproductive-medicine/detector-9.html,0,0,0,2
clarity,263,,https://chenguangwu.github.io/tools/nephrology/peritoneal-equilibrium.html,1,0,0,1
clarity,264,,https://chenguangwu.github.io/tools/photo/photo.html,1,0,0,2
clarity,266,,https://chenguangwu.github.io/tools/gas/length-pipeline.html,0,0,0,1
clarity,268,,https://chenguangwu.github.io/tools/mining/ore-grade.html,1,0,0,1
clarity,269,,https://chenguangwu.github.io/tools/community/index.html,0,0,0,1
clarity,270,,https://chenguangwu.github.io/tools/exhibition/index.html,1,0,0,1
clarity,272,,https://chenguangwu.github.io/tools/statistics/cramers-v.html,1,0,0,1
clarity,273,,https://chenguangwu.github.io/tools/reproductive-medicine/anti-sperm-antibody.html,0,0,0,2
clarity,274,,https://chenguangwu.github.io/tools/general/detector-concentration.html,2,0,0,1
clarity,275,,https://chenguangwu.github.io/tools/chinese-cook/oil-temp.html,0,0,0,1
clarity,276,,https://chenguangwu.github.io/tools/medical/index.html,0,0,0,2
clarity,278,,https://chenguangwu.github.io/tools/design/audio-recorder.html,1,0,0,1
clarity,279,,https://chenguangwu.github.io/tools/it/api-sign-generator.html,1,0,0,1
clarity,280,,https://chenguangwu.github.io/tools/geology/analysis-32.html,1,0,0,1
clarity,281,,https://chenguangwu.github.io/tools/cable/cable-tray-sizing.html,1,0,0,1
clarity,283,,https://chenguangwu.github.io/tools/rheumatology/gout-uric-acid.html,0,0,0,1
clarity,284,,https://chenguangwu.github.io/tools/rehabilitation/fim-scale.html,1,0,0,2
clarity,285,,https://chenguangwu.github.io/tools/geology/huanjingdizhipingjia.html,1,0,0,1
clarity,286,,https://chenguangwu.github.io/sitemap.html,0,0,0,1
clarity,287,,https://chenguangwu.github.io/tools/sports/sheyangdonglixuebanshi.html,1,0,0,2
clarity,288,,https://chenguangwu.github.io/tools/psychiatry/index.html,0,0,0,2
clarity,290,,https://chenguangwu.github.io/tools/math/multinomial-coefficient.html,1,0,0,1
clarity,291,,https://chenguangwu.github.io/tools/signal/rc-time-constant.html,1,0,0,1
clarity,292,,https://chenguangwu.github.io/tools/ent/index.html,1,0,0,1
clarity,294,,https://chenguangwu.github.io/tools/railway/index.html,1,0,0,2
clarity,295,,https://chenguangwu.github.io/tools/urology/urethral-stricture.html,0,0,0,2
clarity,296,,https://chenguangwu.github.io/tools/fishery/feed-calculator.html,0,0,0,1
clarity,297,,https://chenguangwu.github.io/tools/reproductive-medicine/assessor-15.html,0,0,0,2
clarity,298,,https://chenguangwu.github.io/tools/meteorology/qiyaxitongyidonglujing.html,1,0,0,1
clarity,299,,https://chenguangwu.github.io/tools/reproductive-medicine/liquefaction-time.html,1,0,0,5.5
clarity,300,,https://chenguangwu.github.io/tools/reproductive-medicine/icsi-success.html,0,0,0,2
clarity,301,,https://chenguangwu.github.io/tools/design/generator-10.html,0,0,0,1
clarity,303,,https://chenguangwu.github.io/tools/fishery/harvest-size-price.html,1,0,0,1
clarity,304,,https://chenguangwu.github.io/tools/safety/generator-22.html,1,0,0,1
clarity,306,,https://chenguangwu.github.io/tools/general/power-7.html,0,0,0,1
clarity,308,,https://chenguangwu.github.io/tools/general/torque-3.html,0,0,0,1
clarity,309,,https://chenguangwu.github.io/tools/gardening/plant-calendar.html,1,0,0,1
clarity,310,,https://chenguangwu.github.io/tools/water/calc-pressure.html,1,0,0,1
clarity,311,,https://chenguangwu.github.io/tools/hydraulic/power-3.html,1,0,0,1
clarity,312,,https://chenguangwu.github.io/tools/mechanical/gear-ratio.html,1,0,0,1
clarity,313,,https://chenguangwu.github.io/tools/general/pressure-weld.html,0,0,0,1
clarity,314,,https://chenguangwu.github.io/tools/eco/env-impact-score.html,1,0,0,1
clarity,315,,https://chenguangwu.github.io/tools/general/torque-1.html,1,0,0,1
clarity,316,,https://chenguangwu.github.io/tools/design/isometric-grid.html,1,0,0,2
clarity,318,,https://chenguangwu.github.io/tools/furniture/index.html,1,0,0,1
clarity,319,,https://chenguangwu.github.io/search.html,1,0,0,3
clarity,320,,https://chenguangwu.github.io/tools/fluid/index.html,0,0,0,2
clarity,322,,https://chenguangwu.github.io/tools/finance/word-counter.html,1,0,0,1
clarity,323,,https://chenguangwu.github.io/tools/beauty/index.html,0,0,0,1
clarity,324,,https://chenguangwu.github.io/tools/reproductive-medicine/testicular-volume.html,2,0,0,3.6666666666666665
clarity,325,,https://chenguangwu.github.io/tools/marketing/tagline-generator.html,1,0,0,1
clarity,326,,https://chenguangwu.github.io/tools/cardiology/statin-dose.html,1,0,0,1
clarity,330,,https://chenguangwu.github.io/tools/rehabilitation/prosthesis-alignment.html,1,0,0,1
clarity,335,,https://chenguangwu.github.io/index.html#hot,0,0,0,1
clarity,336,,https://chenguangwu.github.io/tools/it/robots-txt-generator.html,0,0,0,1
clarity,337,,https://chenguangwu.github.io/tools/finance/installment-real-rate.html,1,0,0,1
clarity,339,,https://chenguangwu.github.io/tools/travel/timezone-converter-advanced.html,0,0,0,1
clarity,341,,https://chenguangwu.github.io/tools/fun/color-memory.html,1,0,0,1
clarity,342,,https://chenguangwu.github.io/tools/life/timestamp.html,0,0,0,1
clarity,343,,https://chenguangwu.github.io/tools/general/detector-composition.html,1,0,0,2
clarity,344,,https://chenguangwu.github.io/tools/meteorology/index.html,1,0,0,1
clarity,346,,https://chenguangwu.github.io/tools/neurology/calc-1.html,1,0,0,1
clarity,347,,https://chenguangwu.github.io/tools/tax/vat-output.html,1,0,0,1
clarity,348,,https://chenguangwu.github.io/tools/nephrology/edema-grading.html,0,0,0,2
clarity,349,,https://chenguangwu.github.io/tools/content/generator-time-1.html,1,0,0,1
clarity,350,,https://chenguangwu.github.io/tools/acupuncture/analysis-10.html,1,0,0,1
clarity,354,,https://chenguangwu.github.io/tools/kinematics/relative-velocity-1d.html,1,0,0,1
clarity,355,,https://chenguangwu.github.io/tools/it/otp-generator.html,1,0,0,1
clarity,356,,https://chenguangwu.github.io/tools/urology/turp-parameters.html,0,0,0,2
clarity,357,,https://chenguangwu.github.io/tools/gastroenterology/mayo-score.html,1,0,0,1
clarity,358,,https://chenguangwu.github.io/tools/it/jwt.html,0,0,0,1
clarity,360,,https://chenguangwu.github.io/tools/cosmetic-derm/jiguangbochangbadian.html,0,0,0,1
clarity,361,,https://chenguangwu.github.io/?lang=en-US,1,0,0,1
clarity,362,,https://chenguangwu.github.io/tools/rheumatology/rater-16.html,1,0,0,1
clarity,363,,https://chenguangwu.github.io/tools/metalwork/pressure-casting.html,1,0,0,1
clarity,365,,https://chenguangwu.github.io/tools/signal/pwm-average.html,1,0,0,1
clarity,366,,https://chenguangwu.github.io/tools/clinical-nursing/pain-nrs.html,1,0,0,1
clarity,368,,https://chenguangwu.github.io/tools/welding/flow-ratio.html,0,0,0,1
clarity,369,,https://chenguangwu.github.io/tools/it/id-card-generator.html,1,0,0,1
clarity,370,,https://chenguangwu.github.io/tools/legal/statute-limitations.html,2,0,0,1
clarity,372,,https://chenguangwu.github.io/tools/ballistics/recoil-estimation.html,0,0,0,1
clarity,373,,https://chenguangwu.github.io/tools/hematology/pnh-flow.html,1,0,0,1
clarity,374,,https://chenguangwu.github.io/tools/sports/rater-motion.html,1,0,0,1
clarity,375,,https://chenguangwu.github.io/tools/reproductive-medicine/progressive-motility.html,0,0,0,4
clarity,377,,https://chenguangwu.github.io/tools/astronomy/humidity-calculator.html,1,0,0,1
clarity,378,,https://chenguangwu.github.io/tools/ai/ai-4.html,0,0,0,1
clarity,379,,https://chenguangwu.github.io/tools/science/newtons-second.html,1,0,0,1
clarity,380,,https://chenguangwu.github.io/tools/reproductive-medicine/retrograde-ejaculation.html,1,0,0,1
clarity,382,,https://chenguangwu.github.io/tools/it/uuid-generator.html,1,0,0,1
clarity,383,,https://chenguangwu.github.io/tools/materials/bulk-modulus.html,1,0,0,1
clarity,384,,https://chenguangwu.github.io/tools/restaurant/table-turnover.html,1,0,0,1
clarity,385,,https://chenguangwu.github.io/tools/misc/physics-constants.html,1,0,0,1
clarity,386,,https://chenguangwu.github.io/tools/audit/depreciation-compare.html,1,0,0,1
clarity,387,,https://chenguangwu.github.io/tools/biz/superscript-text.html,2,0,0,1
clarity,388,,https://chenguangwu.github.io/tools/acoustics/sound-intensity-level.html,1,0,0,1
clarity,389,,https://chenguangwu.github.io/tools/edu/calc-4.html,1,0,0,1
clarity,390,,https://chenguangwu.github.io/tools/stage/power-load.html,1,0,0,1
clarity,392,,https://chenguangwu.github.io/tools/data/generator-14.html,1,0,0,1
clarity,393,,https://chenguangwu.github.io/tools/thermodynamics/compressor-isentropic-work.html,1,0,0,1
clarity,395,,https://chenguangwu.github.io/tools/general/temp-pressure-3.html,0,0,0,1
clarity,397,,https://chenguangwu.github.io/tools/statistics/sample-size-proportion.html,2,0,0,1
clarity,398,,https://chenguangwu.github.io/tools/agriculture/irrigation-calculator.html,0,0,0,1
clarity,399,,https://chenguangwu.github.io/tools/health/calc-2.html,1,0,0,1
clarity,400,,https://chenguangwu.github.io/tools/it/jwt-debugger.html,1,0,0,1
clarity,401,,https://chenguangwu.github.io/tools/electromagnetism/index.html,0,0,0,1
