page,source,impressions,clicks,ctr,position,records
https://chenguangwu.github.io/tools/biz/text-prefix-suffix.html,clarity,2,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/cardiology/myocardial-bridge.html,bing,2,0,0.000000,4.00,1
https://chenguangwu.github.io/tools/content/generator-33.html,clarity,2,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/design/color-picker.html,clarity,2,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/design/image-rounded-corners.html,clarity,2,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/design/image-to-ascii.html,bing,2,0,0.000000,8.00,2
https://chenguangwu.github.io/tools/design/iso-noise-reference.html,bing,2,1,0.500000,2.00,1
https://chenguangwu.github.io/tools/design/pixel-art-generator.html,clarity,2,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/finance/lottery-odds-calculator.html,clarity,2,0,0.000000,1.33,1
https://chenguangwu.github.io/tools/finance/profit-margin-calculator.html,clarity,2,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/fun/lucky.html,bing,2,1,0.500000,5.00,1
https://chenguangwu.github.io/tools/fun/roulette-simulator.html,clarity,2,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/fun/word-scramble.html,clarity,2,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/general/detector-concentration.html,clarity,2,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/general/stats-energy.html,clarity,2,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/health/dysphagia-food-guide.html,clarity,2,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/health/one-rep-max.html,clarity,2,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/it/index.html,clarity,2,0,0.000000,1.67,1
https://chenguangwu.github.io/tools/it/postgresql-cheatsheet.html,clarity,2,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/legal/feisu-ipo-simu-binggou-yewu.html,clarity,2,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/legal/statute-limitations.html,clarity,2,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/life/density-converter.html,clarity,2,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/life/volume-converter.html,clarity,2,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/marketing/marketing-ltv-calculator.html,bing,2,0,0.000000,9.00,1
https://chenguangwu.github.io/tools/music/web-tuner.html,clarity,2,0,0.000000,1.50,1
https://chenguangwu.github.io/tools/nephrology/uacr.html,bing,2,0,0.000000,10.00,1
https://chenguangwu.github.io/tools/ophthalmology/corneal-curvature.html,clarity,2,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/reproductive-medicine/testicular-volume.html,clarity,2,0,0.000000,3.67,1
https://chenguangwu.github.io/tools/science/barcode-pharmacode.html,bing,2,0,0.000000,9.00,1
https://chenguangwu.github.io/tools/science/nato-phonetic.html,bing,2,0,0.000000,6.00,1
https://chenguangwu.github.io/tools/science/phone-qr.html,clarity,2,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/science/physics-calculator.html,bing,2,0,0.000000,6.00,1
https://chenguangwu.github.io/tools/science/wire-gauge-converter.html,clarity,2,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/sports/baofali-zongtiao-lidingtiaoyuan.html,clarity,2,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/sports/hongxibao-xieyang-shiyingxing.html,clarity,2,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/sports/sports-schedule.html,bing,2,1,0.500000,1.00,1
https://chenguangwu.github.io/tools/statistics/mean-absolute-deviation.html,clarity,2,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/statistics/sample-size-proportion.html,clarity,2,0,0.000000,1.00,1
https://chenguangwu.github.io/?lang=en-US,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/evernode/%E8%AF%BB%E6%87%82%E8%BF%99%E7%AF%87%E6%96%87%E7%AB%A0%EF%BC%8C%E4%BD%A0%E7%9A%84%E9%98%BF%E9%87%8C%E6%8A%80%E6%9C%AF%E9%9D%A2%E5%B0%B1%E5%8F%AF%E4%BB%A5%E8%BF%87%E5%85%B3%E4%BA%86%20%20Apache%20RocketMQ%20101.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/guides/cluster-dev.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/guides/gitignore-generator-guide.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/guides/jwt-debugger-guide.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/search.html,clarity,1,0,0.000000,3.00,1
https://chenguangwu.github.io/search.html?q=%E5%A4%8D%E5%88%A9,clarity,1,0,0.000000,2.00,1
https://chenguangwu.github.io/search.html?q=%E5%A4%8D%E5%88%A9%E5%A4%8D%E5%88%A9,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/search.html?q=abcdefg,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/search.html?q=json,clarity,1,0,0.000000,1.33,1
https://chenguangwu.github.io/tools/accounting/assessor-risk-11.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/accounting/debt-service-coverage.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/accounting/report-2.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/acoustics/critical-distance.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/acoustics/index.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/acoustics/intensity-level.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/acoustics/sound-intensity-level.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/acupuncture/analysis-10.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/acupuncture/index.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/acupuncture/meridian-pathway.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/acupuncture/moxibustion-count.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/acupuncture/recommender-acupoint.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/admin/checker-manager-training-hr.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/admin/detector-time.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/advertising/convert-27.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/aerospace/index.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/aerospace/rocket-delta-v.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/agriculture/calc-13.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/agriculture/calc-8.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/agriculture/calculator-calc-ratio-1.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/agriculture/continuous-cropping-index.html,clarity,1,0,0.000000,2.00,1
https://chenguangwu.github.io/tools/agriculture/countdown-4.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/agriculture/dry-matter-conversion.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/agriculture/estimate-area-density.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/agriculture/estimate-fuel-engine-oil.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/ai/ai-9.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/ai/flops.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/ai/roc-auc.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/antiques/index.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/astronomy/atmospheric-refraction.html,clarity,1,0,0.000000,2.00,1
https://chenguangwu.github.io/tools/astronomy/convert-15.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/astronomy/humidity-calculator.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/astronomy/moon-illumination.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/audit/depreciation-compare.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/auto-beauty/index.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/automotive/brake-pad-life.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/automotive/calc-1.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/automotive/fuel-anomaly.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/automotive/tire-wear.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/ballistics/index.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/ballistics/rifling-twist.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/banking/fisher-real-rate.html,clarity,1,0,0.000000,2.00,1
https://chenguangwu.github.io/tools/banking/index.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/beauty/analysis-detector-diagnosis.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/beauty/assessor-risk-12.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/beauty/calc-1.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/biz/justify-text.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/biz/markdown-quote.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/biz/name-generator.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/biz/text-extract-numbers.html,clarity,1,0,0.000000,2.00,1
https://chenguangwu.github.io/tools/biz/text-merge.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/biz/text-remove-duplicates-lines.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/biz/text-replace-advanced.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/biz/text-shuffle.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/biz/zalgo-text.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/blasting/blasting-safety-distance.html,bing,1,1,1.000000,5.00,1
https://chenguangwu.github.io/tools/blasting/delay-blasting.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/building-material/index.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/cable/analysis-cost-price-5.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/cable/cable-tray-sizing.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/cardiology/cpet-analysis.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/cardiology/grace-score.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/cardiology/myocardial-bridge.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/cardiology/rater-risk-3.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/cardiology/statin-dose.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/ceramics/glaze-ratio.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/ceramics/index.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/chemistry/buffer-ph.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/chemistry/molality.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/chinese-cook/cutting-sizes.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/chinese-cook/ingredient-substitute.html,bing,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/civil/cft-capacity.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/civil/excavation-earth.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/clinical-lab/flow-cytometry-ratio.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/clinical-nursing/cycle-7.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/clinical-nursing/index.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/clinical-nursing/iv-drip-rate.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/clinical-nursing/pain-nrs.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/construction/estimate-area-dosage.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/consulting/index.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/content/generator-time-1.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/cosmetic-derm/maokongcudafenji.html,clarity,1,0,0.000000,2.00,1
https://chenguangwu.github.io/tools/cosmetic-derm/post-procedure-recovery.html,clarity,1,0,0.000000,2.00,1
https://chenguangwu.github.io/tools/cosmetic-derm/thread-lift.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/dance/assessor-csat-1.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/dance/tester-4.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/data/chart-generator.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/data/csv-analyzer.html,bing,1,0,0.000000,10.00,1
https://chenguangwu.github.io/tools/data/data-cleaner.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/data/generator-14.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/data/random-6.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/decor/skirting-length.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/dermatology/index.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/design/audio-recorder.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/design/css-animation-generator.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/design/generator-12.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/design/generator-8.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/design/image-dpi-converter.html,clarity,1,0,0.000000,2.00,1
https://chenguangwu.github.io/tools/design/isometric-grid.html,clarity,1,0,0.000000,2.00,1
https://chenguangwu.github.io/tools/design/rem-to-px.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/design/vh-vw.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/dyeing/temp-time-humidity-1.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/dynamics/banked-curve.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/eco/eco-16.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/eco/eco-5.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/eco/electricity-carbon.html,clarity,1,0,0.000000,2.00,1
https://chenguangwu.github.io/tools/eco/env-impact-score.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/economics/inflation-rate.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/edu/calc-2.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/edu/calc-3.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/edu/calc-4.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/edu/capital-quiz.html,bing,1,1,1.000000,2.00,1
https://chenguangwu.github.io/tools/edu/capital-quiz.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/edu/math-quiz.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/edu/number-memory.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/edu/pinyin-typing-practice.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/edu2/study-progress.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/elderly/index.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/electrical/battery-bank.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/electromagnetism/energy-inductor.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/electromagnetism/magnetic-flux.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/encode/binary-to-ascii.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/encode/encode-5.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/endocrinology/calc-1.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/endocrinology/calcium-pth-axis.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/endocrinology/graves-trab.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/endocrinology/index.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/endocrinology/mage-index.html,clarity,1,0,0.000000,2.00,1
https://chenguangwu.github.io/tools/endocrinology/short-stature-prediction.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/energy/air-purifier-area.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/energy/electrical-power.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/energy/energy-efficiency.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/energy/joule-heating.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/energy/lcoe.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/ent/adenoid-grading.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/ent/index.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/event/index.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/exhibition/analysis-61.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/exhibition/index.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/express/index.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/finance/credit-card-bin.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/finance/credit-card-interest.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/finance/dns-record-info.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/finance/installment-real-rate.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/finance/ird-validator.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/finance/lease-payment-calculator.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/finance/license-key-validator.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/finance/pan-validator.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/finance/rental-yield-calculator.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/finance/simple-interest.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/finance/tax-bracket.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/finance/word-counter.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/finance/word-wrap.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/fire-rescue/calc-1.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/fire-rescue/detector-11.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/fire-rescue/high-rise-fire.html,clarity,1,0,0.000000,2.00,1
https://chenguangwu.github.io/tools/fire-rescue/index.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/fishery/estimate-emission-wastewater.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/fishery/feed-rate-calculator.html,bing,1,0,0.000000,6.00,1
https://chenguangwu.github.io/tools/fishery/harvest-size-price.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/fishery/winter-heating.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/fitness/calc-heart-rate.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/fitness/circuit-timer.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/fitness/rater-time.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/floral/wedding-flowers.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/fluid/terminal-velocity.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/food-processing/index.html,clarity,1,0,0.000000,2.00,1
https://chenguangwu.github.io/tools/food-processing/recipe-cost-calculator.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/food/calorie-calculator.html,bing,1,0,0.000000,4.00,1
https://chenguangwu.github.io/tools/food/cooking-converter.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/forensic-medicine/drowning-diatom.html,clarity,1,0,0.000000,2.00,1
https://chenguangwu.github.io/tools/forensic-medicine/fall-injury.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/forestry/area-18.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/forestry/density-5.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/forestry/shengwuduoyangxingshannon.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/fun/bbq-portion.html,clarity,1,0,0.000000,2.00,1
https://chenguangwu.github.io/tools/fun/coin-flip.html,clarity,1,0,0.000000,2.00,1
https://chenguangwu.github.io/tools/fun/color-guess.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/fun/color-memory.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/fun/daily-quote.html,bing,1,0,0.000000,7.00,1
https://chenguangwu.github.io/tools/fun/dice-roller.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/fun/keyboard-heatmap.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/fun/pattern-memory.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/funeral/grave-design.html,bing,1,1,1.000000,3.00,1
https://chenguangwu.github.io/tools/funeral/grave-design.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/furniture/index.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/futures/index.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/futures/option-payoff.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/gardening/plant-calendar.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/gastroenterology/calc-1.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/gastroenterology/detector-7.html,clarity,1,0,0.000000,2.00,1
https://chenguangwu.github.io/tools/gastroenterology/mayo-score.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/general/bearing-1.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/general/calc-203.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/general/calc-94.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/general/detector-composition.html,clarity,1,0,0.000000,2.00,1
https://chenguangwu.github.io/tools/general/detector-lifespan.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/general/detector-protection-2.html,clarity,1,0,0.000000,2.00,1
https://chenguangwu.github.io/tools/general/detector-resistance.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/general/distance-power-frequency.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/general/jiguangrongfuhoudujisuan.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/general/lifespan-23.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/general/lizishujianshejisuan.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/general/power-voltage.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/general/pressure-flow-5.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/general/torque-1.html,clarity,1,0,0.000000,1.00,1
https://chenguangwu.github.io/tools/general/voltage-9.html,clarity,1,0,0.000000,2.00,1
https://chenguangwu.github.io/tools/geology/analysis-32.html,clarity,1,0,0.000000,1.00,1
