query,page,impressions,clicks,ctr,position
,http://localhost:8972/tools/edu/reminder-1.html?lang=en-US,0,0,0,1
,https://chenguangwu.github.io/tools/photo/golden-hour.html,1,0,0,1
,https://chenguangwu.github.io/tools/life/tip-calculator.html,1,0,0,1
,https://chenguangwu.github.io/tools/yoga/index.html,1,0,0,1
,https://chenguangwu.github.io/tools/cosmetic-derm/aging-1.html,0,0,0,1
,https://chenguangwu.github.io/tools/banking/index.html,1,0,0,1
,https://chenguangwu.github.io/tools/urology/iief5-score.html,0,0,0,4
,http://localhost:8950/tools/it/jwt.html,0,0,0,1
,https://chenguangwu.github.io/tools/funeral/grave-design.html,1,0,0,1
,https://chenguangwu.github.io/tools/decor/skirting-length.html,1,0,0,1
,https://chenguangwu.github.io/tools/marketing/marketing-markup-margin.html,1,0,0,1
,https://chenguangwu.github.io/tools/gardening/compost-calculator.html,0,0,0,1
,https://chenguangwu.github.io/tools/cardiology/myocardial-bridge.html,1,0,0,1
,https://chenguangwu.github.io/tools/nuclear/activity-from-halflife.html,1,0,0,1
,https://chenguangwu.github.io/tools/gastroenterology/calc-1.html,1,0,0,1
,https://chenguangwu.github.io/tools/acupuncture/index.html,1,0,0,1
,https://chenguangwu.github.io/tools/nephrology/shenxiaoqiulvguolv-24h-jiganqingchu-ccr.html,1,0,0,1
,http://localhost:8765/tools/science/logic-gate-simulator.html?verify=patched,0,0,0,1
,https://chenguangwu.github.io/tools/exhibition/analysis-61.html,1,0,0,1
,https://chenguangwu.github.io/tools/design/rem-to-px.html,1,0,0,1
,https://chenguangwu.github.io/tools/music/guitar-fretboard.html,1,0,0,1
,http://localhost:8972/tools/edu/reminder-1.html,0,0,0,1
,https://chenguangwu.github.io/tools/automotive/voltage-1.html,0,0,0,1
,https://chenguangwu.github.io/tools/civil/excavation-earth.html,1,0,0,1
,https://chenguangwu.github.io/tools/food-testing/acid-peroxide-titration.html,0,0,0,1
,https://chenguangwu.github.io/tools/hydraulic/calc-speed-itinerary.html,0,0,0,1
,https://chenguangwu.github.io/tools/math/gcd-lcm.html,1,0,0,1
,https://chenguangwu.github.io/tools/realestate/assessor-38.html,1,0,0,1
,https://chenguangwu.github.io/tools/fun/bbq-portion.html,1,0,0,2
,https://chenguangwu.github.io/tools/finance/lease-payment-calculator.html,1,0,0,1
,https://chenguangwu.github.io/tools/agriculture/estimate-yield-rate.html,2,0,0,1
,https://chenguangwu.github.io/tools/general/distance-power-frequency.html,1,0,0,1
,https://chenguangwu.github.io/tools/it/toml-to-json.html,1,0,0,1
,https://chenguangwu.github.io/tools/general/bearing-1.html,1,0,0,1
,https://chenguangwu.github.io/tools/health/ibw-calculator.html,0,0,0,1
,https://chenguangwu.github.io/tools/tcm-pharmacy/medicinal-wine.html,1,0,0,1
,https://chenguangwu.github.io/tools/startup/calc-1.html,1,0,0,1
,https://chenguangwu.github.io/tools/fun/color-guess.html,1,0,0,1
,https://chenguangwu.github.io/tools/fishery/feeding-rate.html,0,0,0,1
,https://chenguangwu.github.io/tools/meteorology/wet-bulb-temperature.html,1,0,0,1
,https://chenguangwu.github.io/tools/health/dysphagia-food-guide.html,2,0,0,1
,https://chenguangwu.github.io/tools/office/pdf-rotate.html,1,0,0,2
,https://chenguangwu.github.io/tools/fire-rescue/index.html,1,0,0,1
,https://chenguangwu.github.io/tools/agriculture/calculator-calc-ratio-1.html,1,0,0,1
,https://chenguangwu.github.io/tools/science/heat-transfer-calculator.html,1,0,0,1
,http://127.0.0.1:8090/tools/design/color-picker.html?lang=en-US,0,0,0,1
,https://chenguangwu.github.io/tools/urology/assessor-pressure.html,1,0,0,1.5
,https://chenguangwu.github.io/tools/pediatrics/chd-assessment.html,0,0,0,1
,http://127.0.0.1:8082/tools/it/password-generator.html,0,0,0,2
,https://chenguangwu.github.io/tools/gastroenterology/detector-7.html,1,0,0,2
,http://127.0.0.1:8903/tools/it/base64.html,0,0,0,1
,https://chenguangwu.github.io/tools/mechanical/bolt-torque.html,0,0,0,1
,https://chenguangwu.github.io/evernode/%E8%AF%BB%E6%87%82%E8%BF%99%E7%AF%87%E6%96%87%E7%AB%A0%EF%BC%8C%E4%BD%A0%E7%9A%84%E9%98%BF%E9%87%8C%E6%8A%80%E6%9C%AF%E9%9D%A2%E5%B0%B1%E5%8F%AF%E4%BB%A5%E8%BF%87%E5%85%B3%E4%BA%86%20%20Apache%20RocketMQ%20101.html,1,0,0,1
,https://chenguangwu.github.io/search.html?q=test,0,0,0,1
,https://chenguangwu.github.io/tools/endocrinology/mage-index.html,1,0,0,2
,https://chenguangwu.github.io/tools/accounting/report-2.html,1,0,0,1
,http://localhost:8974/tools/design/css-grid-generator.html?lang=en-US,0,0,0,2
,https://chenguangwu.github.io/tools/research/index.html,0,0,0,2
,https://chenguangwu.github.io/tools/sports/rater-35.html,1,0,0,1
,https://chenguangwu.github.io/tools/ai/flops.html,1,0,0,1
,http://127.0.0.1:8093/tools/ai/relu-leakyrelu.html?lang=en-US,0,0,0,2
,http://127.0.0.1:8091/tools/it/jwt-debugger.html?lang=zh-CN,0,0,0,1
,https://chenguangwu.github.io/tools/tcm-diagnosis/pulse-diagnosis.html,0,0,0,1
,http://127.0.0.1:8100/tools/life/timestamp.html?lang=zh-CN,0,0,0,1
,https://chenguangwu.github.io/tools/reproductive-medicine/pgt-indication.html,0,0,0,2
,https://chenguangwu.github.io/tools/healthcare/map.html,1,0,0,1
,https://chenguangwu.github.io/tools/hydraulic/pump-power.html,1,0,0,1
,https://chenguangwu.github.io/tools/rheumatology/mda5-antibody.html,1,0,0,1
,https://chenguangwu.github.io/tools/sports/baofali-zongtiao-lidingtiaoyuan.html,2,0,0,1
,http://localhost:8976/tools/edu2/wrong-book.html?lang=en-US,0,0,0,1
,https://chenguangwu.github.io/tools/clinical-nursing/iv-drip-rate.html,1,0,0,1
,https://chenguangwu.github.io/tools/machinery/calc-strength.html,0,0,0,1
,https://chenguangwu.github.io/tools/it/bcrypt.html,1,0,0,2
,https://chenguangwu.github.io/tools/blasting/rock-excavation.html,0,0,0,1
,https://chenguangwu.github.io/tools/reproductive-medicine/epididymal-aspiration.html,1,0,0,1.5
,https://chenguangwu.github.io/tools/agriculture/dry-matter-conversion.html,1,0,0,1
,https://chenguangwu.github.io/tools/science/cycle.html,1,0,0,1
,http://127.0.0.1:8091/tools/it/base64.html?lang=zh-CN,0,0,0,1
,https://chenguangwu.github.io/tools/energy/energy-efficiency.html,1,0,0,1
,https://chenguangwu.github.io/tools/it/calc-4.html,1,0,0,1
,https://chenguangwu.github.io/tools/science/wire-gauge-converter.html,2,0,0,1
,https://chenguangwu.github.io/tools/forensic-medicine/drowning-diatom.html,1,0,0,2
,http://localhost:8981/tools/it/margin-of-error.html,0,0,0,1
,http://127.0.0.1:8921/tools/it/safelink-decoder.html,0,0,0,1
,https://chenguangwu.github.io/tools/science/phone-qr.html,2,0,0,1
,https://chenguangwu.github.io/tools/textile2/dye-temp.html,0,0,0,1
,https://chenguangwu.github.io/tools/it/case-converter.html,1,0,0,1
,https://chenguangwu.github.io/tools/design/generator-8.html,1,0,0,1
,https://chenguangwu.github.io/tools/cosmetic-derm/thread-lift.html,1,0,0,1
,https://chenguangwu.github.io/tools/advertising/convert-27.html,1,0,0,1
,https://chenguangwu.github.io/tools/fluid/terminal-velocity.html,1,0,0,1
,https://chenguangwu.github.io/tools/materials/volumetric-strain.html,0,0,0,1
,https://chenguangwu.github.io/tools/reproductive-medicine/vasography.html,1,0,0,1
,https://chenguangwu.github.io/tools/mining/mineral-density.html,1,0,0,1
,https://chenguangwu.github.io/tools/endocrinology/calc-1.html,1,0,0,1
,https://chenguangwu.github.io/tools/seismology/index.html,1,0,0,1
,http://localhost:8981/tools/life/drinking-water-plan.html?lang=en-US,0,0,0,1
,https://chenguangwu.github.io/tools/geometry/dot-product-2d.html,1,0,0,1
,https://chenguangwu.github.io/tools/sports/taiquandao-hengti-xiapi-defen.html,1,0,0,1
,https://chenguangwu.github.io/tools/finance/credit-card-bin.html,1,0,0,1
,https://chenguangwu.github.io/tools/welding/hanjiegongzhuangjiajusheji.html,1,0,0,1
,https://chenguangwu.github.io/tools/economics/inflation-rate.html,1,0,0,1
,https://chenguangwu.github.io/tools/science/physics-calculator.html,1,0,0,1
,http://127.0.0.1:8102/tools/travel/world-timezone-converter.html?lang=zh-CN,0,0,0,1
,https://chenguangwu.github.io/guides/baker-percentage-guide.html,0,0,0,1
,https://chenguangwu.github.io/tools/legal/calc-8.html,1,0,0,1
,https://chenguangwu.github.io/guides/gitignore-generator-guide.html,1,0,0,1
,https://chenguangwu.github.io/tools/data/random-6.html,1,0,0,1
,http://localhost:8990/tools/fun/index.html,0,0,0,1
,https://chenguangwu.github.io/tools/endocrinology/index.html,1,0,0,1
,https://chenguangwu.github.io/tools/json-formatter,0,0,0,1
,https://chenguangwu.github.io/tools/quantum/index.html,1,0,0,1
,http://localhost:8099/tools/it/base64.html?lang=zh-CN,0,0,0,4
,https://chenguangwu.github.io/tools/it/gitignore-generator.html,1,0,0,1
,https://chenguangwu.github.io/tools/cardiology/antiarrhythmic-class.html,0,0,0,1
,http://127.0.0.1:8102/tools/automotive/brake-pad-life.html?lang=zh-CN,0,0,0,1
,https://chenguangwu.github.io/search.html?q=%E5%A4%8D%E5%88%A9%E5%A4%8D%E5%88%A9,1,0,0,1
,http://127.0.0.1:8123/_swtest.html?t=31,0,0,0,1
,https://chenguangwu.github.io/tools/psychiatry/phq9-depression.html,1,0,0,1
,https://chenguangwu.github.io/tools/robotics/end-effector-reach.html,1,0,0,1
,https://chenguangwu.github.io/tools/ballistics/caliber-conversion.html,0,0,0,1
,http://127.0.0.1:8084/tools/it/password-generator.html,0,0,0,1
,https://chenguangwu.github.io/tools/finance/index.html,0,0,0,1
,https://chenguangwu.github.io/tools/fitness/rater-time.html,1,0,0,1
,https://chenguangwu.github.io/tools/fishery/feed-rate-calculator.html,0,0,0,1.5
,https://chenguangwu.github.io/tools/design/pixel-art-generator.html,2,0,0,1
,https://chenguangwu.github.io/tools/general/detector-water-pressure-1.html,0,0,0,1
,https://chenguangwu.github.io/tools/it/text-statistics.html,1,0,0,1
,https://chenguangwu.github.io/tools/it/string-obfuscator.html,1,0,0,1
,https://chenguangwu.github.io/tools/life/volume-converter.html,2,0,0,1
,https://chenguangwu.github.io/tools/it/js-obfuscator.html,3,0,0,1
,http://localhost:8975/tools/food-testing/ingredient-sorter.html,0,0,0,1
,https://chenguangwu.github.io/tools/uiux/analysis-64.html,1,0,0,1
,http://localhost:8990/tools/safety/manager.html,0,0,0,1
,https://chenguangwu.github.io/index.html,6,0,0,7
,https://chenguangwu.github.io/tools/elderly/index.html,1,0,0,1
,https://chenguangwu.github.io/tools/life/magnet-converter.html,1,0,0,1
,http://127.0.0.1:8101/tools/life/timestamp.html?lang=en-US,0,0,0,1
,http://localhost:8981/tools/safety/manager.html,0,0,0,1
,https://chenguangwu.github.io/tools/welding/detector-25.html,0,0,0,1
,https://chenguangwu.github.io/tools/metrology/expanded-uncertainty.html,1,0,0,1
,https://chenguangwu.github.io/tools/sports/xuerusuanyuzhiceding.html,1,0,0,1
,https://chenguangwu.github.io/tools/leather/area-20.html,1,0,0,1
,https://chenguangwu.github.io/tools/it/pdf-signature-checker.html,1,0,0,1
,https://chenguangwu.github.io/tools/energy/electrical-power.html,1,0,0,1
,https://chenguangwu.github.io/tools/general/power-voltage.html,1,0,0,1
,https://chenguangwu.github.io/?lang=en,0,0,0,2
,https://chenguangwu.github.io/tools/chinese-cook/cutting-sizes.html,1,0,0,1
,https://chenguangwu.github.io/tools/general/calc-203.html,1,0,0,1
,https://chenguangwu.github.io/tools/music/detector.html,1,0,0,1
,https://chenguangwu.github.io/tools/quantum/mass-energy-equivalence.html,1,0,0,1
,http://127.0.0.1:8091/tools/design/color-picker.html?lang=zh-CN,0,0,0,1
,http://127.0.0.1:8102/tools/legal/food-safety.html?lang=zh-CN,0,0,0,1
,http://localhost:8976/tools/security/virtual-safe.html?lang=en-US,0,0,0,1
,https://chenguangwu.github.io/tools/acupuncture/moxibustion-count.html,1,0,0,1
,https://chenguangwu.github.io/tools/rheumatology/assessor-10.html,1,0,0,1
,https://chenguangwu.github.io/tools/it/calc-1.html,1,0,0,1
,https://chenguangwu.github.io/tools/ceramics/glaze-ratio.html,1,0,0,1
,https://chenguangwu.github.io/search.html?q=abcdefg,1,0,0,1
,https://chenguangwu.github.io/tools/mechanical/bearing-life.html,1,0,0,1
,https://chenguangwu.github.io/tools/hematology/coagulation-factor.html,1,0,0,1
,http://localhost:8976/tools/edu/reminder-1.html,0,0,0,1
,https://chenguangwu.github.io/tools/it/text-dedupe-sort.html,1,0,0,1
,http://localhost:8099/tools/it/a1z26-cipher.html?lang=zh-CN,0,0,0,14
,http://localhost:8974/tools/language/idiom-solitaire.html?lang=en-US,0,0,0,1
,https://chenguangwu.github.io/tools/pediatrics/rater-27.html,1,0,0,1
,https://chenguangwu.github.io/tools/uiux/index.html,1,0,0,1
,https://chenguangwu.github.io/tools/leather/index.html,1,0,0,1.5
,https://chenguangwu.github.io/tools/gardening2/pest-control.html,0,0,0,1
,https://chenguangwu.github.io/tools/music/sheet-music.html,1,0,0,1
,https://chenguangwu.github.io/tools/finance/lottery-odds-calculator.html,2,0,0,1.3333333333333333
,https://chenguangwu.github.io/tools/general/voltage-9.html,1,0,0,2
,https://chenguangwu.github.io/tools/legal/will-template-generator.html,1,0,0,2
,https://chenguangwu.github.io/tools/martial-arts/assessor-hardness.html,1,0,0,1
,https://chenguangwu.github.io/tools/urology/rater-3.html,0,0,0,2
,https://chenguangwu.github.io/tools/it/text-steganography.html,1,0,0,1
,https://chenguangwu.github.io/tools/dance/assessor-csat-1.html,1,0,0,1
,https://chenguangwu.github.io/tools/nutrition/calorie-deficit.html,0,0,0,1
,http://localhost:8099/tools/it/password-generator.html?lang=zh-CN,0,0,0,4
,https://chenguangwu.github.io/tools/fun/word-scramble.html,2,0,0,1
,https://chenguangwu.github.io/tools/finance/tax-bracket.html,1,0,0,1
,https://chenguangwu.github.io/tools/legal/feisu-ipo-simu-binggou-yewu.html,2,0,0,1
,https://chenguangwu.github.io/tools/tcm-diagnosis/disease-tracking.html,1,0,0,1
,https://chenguangwu.github.io/tools/cosmetic-derm/index.html,0,0,0,2
,https://chenguangwu.github.io/tools/statistics/confidence-proportion.html,1,0,0,1
,https://chenguangwu.github.io/tools/rheumatology/rater-17.html,1,0,0,2
,https://chenguangwu.github.io/tools/dentistry/assessor-5.html,0,0,0,1
,https://chenguangwu.github.io/tools/fun/pattern-memory.html,1,0,0,1
,https://chenguangwu.github.io/tools/surveying/area-calc.html,1,0,0,1
,https://chenguangwu.github.io/tools/it/box-shadow-generator.html,1,0,0,1
,http://127.0.0.1:8092/tools/it/qrcode.html?lang=zh-CN,0,0,0,1
,https://chenguangwu.github.io/tools/rehabilitation/assistive-device-fitting.html,1,0,0,1
,https://chenguangwu.github.io/tools/edu/pinyin-typing-practice.html,1,0,0,1
,https://chenguangwu.github.io/tools/tcm-diagnosis/disease-nature.html,1,0,0,2
,https://chenguangwu.github.io/tools/quantum/angular-momentum-quant.html,1,0,0,1
,https://chenguangwu.github.io/tools/life/unit-converter.html,1,0,0,1
,http://127.0.0.1:8102/tools/sports/simulator-18.html?lang=zh-CN,0,0,0,1
,http://localhost:8975/tools/security/virtual-safe.html,0,0,0,1
,https://chenguangwu.github.io/tools/photo/index.html,1,0,0,1
,https://chenguangwu.github.io/tools/general/detector-131.html,0,0,0,1
,https://chenguangwu.github.io/tools/transport/estimate-capacity.html,1,0,0,1
,https://chenguangwu.github.io/tools/unitedfront/index.html,1,0,0,1
,https://chenguangwu.github.io/tools/safety/ppe-replacement.html,1,0,0,1
,http://127.0.0.1:8921/tools/it/rich-text-editor.html,0,0,0,1
,https://chenguangwu.github.io/tools/language/spanish-accent-rules.html,1,0,0,1
,https://chenguangwu.github.io/tools/fun/keyboard-heatmap.html,1,0,0,1
,https://chenguangwu.github.io/tools/forensic-medicine/fall-injury.html,1,0,0,1
,https://chenguangwu.github.io/tools/ent/adenoid-grading.html,1,0,0,1
,https://chenguangwu.github.io/tools/cardiology/grace-score.html,1,0,0,1
,https://chenguangwu.github.io/evernode/%E8%B0%B7%E6%AD%8C%E5%BC%80%E6%BA%90%20Java%20%E5%AE%B9%E5%99%A8%E5%8C%96%E5%B7%A5%E5%85%B7%EF%BC%8C%E5%90%8D%E5%AD%97%E5%B0%B1%E5%8F%AB%E2%80%94%E2%80%94Jib%20-%20IT%E7%A8%8B%E5%BA%8F%E7%8C%BF.html,0,0,0,1
,https://chenguangwu.github.io/tools/mining/estimate-reserve.html,1,0,0,1
,https://chenguangwu.github.io/tools/reproductive-medicine/detector-9.html,0,0,0,2
,http://127.0.0.1:8091/tools/design/favicon-from-emoji.html?lang=en-US,0,0,0,1
,https://chenguangwu.github.io/tools/nephrology/peritoneal-equilibrium.html,1,0,0,1
,https://chenguangwu.github.io/tools/photo/photo.html,1,0,0,2
,http://localhost:8976/tools/edu2/wrong-book.html,0,0,0,1
,https://chenguangwu.github.io/tools/gas/length-pipeline.html,0,0,0,1
,http://localhost:8974/tools/biz/text-case-advanced.html,0,0,0,1
,https://chenguangwu.github.io/tools/mining/ore-grade.html,1,0,0,1
,https://chenguangwu.github.io/tools/community/index.html,0,0,0,1
,https://chenguangwu.github.io/tools/exhibition/index.html,1,0,0,1
,http://localhost:8981/tools/safety/manager.html?lang=en-US,0,0,0,1
,https://chenguangwu.github.io/tools/statistics/cramers-v.html,1,0,0,1
,https://chenguangwu.github.io/tools/reproductive-medicine/anti-sperm-antibody.html,0,0,0,2
,https://chenguangwu.github.io/tools/general/detector-concentration.html,2,0,0,1
,https://chenguangwu.github.io/tools/chinese-cook/oil-temp.html,0,0,0,1
,https://chenguangwu.github.io/tools/medical/index.html,0,0,0,2
,http://localhost:8974/tools/security/virtual-safe.html,0,0,0,1
,https://chenguangwu.github.io/tools/design/audio-recorder.html,1,0,0,1
,https://chenguangwu.github.io/tools/it/api-sign-generator.html,1,0,0,1
,https://chenguangwu.github.io/tools/geology/analysis-32.html,1,0,0,1
,https://chenguangwu.github.io/tools/cable/cable-tray-sizing.html,1,0,0,1
,http://127.0.0.1:8101/tools/design/color-picker.html?lang=zh-CN,0,0,0,1
,https://chenguangwu.github.io/tools/rheumatology/gout-uric-acid.html,0,0,0,1
,https://chenguangwu.github.io/tools/rehabilitation/fim-scale.html,1,0,0,2
,https://chenguangwu.github.io/tools/geology/huanjingdizhipingjia.html,1,0,0,1
,https://chenguangwu.github.io/sitemap.html,0,0,0,1
,https://chenguangwu.github.io/tools/sports/sheyangdonglixuebanshi.html,1,0,0,2
,https://chenguangwu.github.io/tools/psychiatry/index.html,0,0,0,2
,http://localhost:8981/tools/life/drinking-water-plan.html,0,0,0,1
,https://chenguangwu.github.io/tools/math/multinomial-coefficient.html,1,0,0,1
,https://chenguangwu.github.io/tools/signal/rc-time-constant.html,1,0,0,1
,https://chenguangwu.github.io/tools/ent/index.html,1,0,0,1
,http://127.0.0.1:8102/tools/ai/relu-leakyrelu.html?lang=zh-CN,0,0,0,1
,https://chenguangwu.github.io/tools/railway/index.html,1,0,0,2
,https://chenguangwu.github.io/tools/urology/urethral-stricture.html,0,0,0,2
,https://chenguangwu.github.io/tools/fishery/feed-calculator.html,0,0,0,1
,https://chenguangwu.github.io/tools/reproductive-medicine/assessor-15.html,0,0,0,2
,https://chenguangwu.github.io/tools/meteorology/qiyaxitongyidonglujing.html,1,0,0,1
,https://chenguangwu.github.io/tools/reproductive-medicine/liquefaction-time.html,1,0,0,5.5
,https://chenguangwu.github.io/tools/reproductive-medicine/icsi-success.html,0,0,0,2
,https://chenguangwu.github.io/tools/design/generator-10.html,0,0,0,1
,http://localhost:8765/tools/finance/lottery-odds-calculator.html?verify=patched5,0,0,0,1
,https://chenguangwu.github.io/tools/fishery/harvest-size-price.html,1,0,0,1
,https://chenguangwu.github.io/tools/safety/generator-22.html,1,0,0,1
,https://chenguangwu.github.io/tools/life/converter.html,0,0,0,140.5
,https://chenguangwu.github.io/tools/general/power-7.html,0,0,0,1
,http://localhost:8976/tools/biz/text-case-advanced.html?lang=en-US,0,0,0,1
,https://chenguangwu.github.io/tools/general/torque-3.html,0,0,0,1
,https://chenguangwu.github.io/tools/gardening/plant-calendar.html,1,0,0,1
,https://chenguangwu.github.io/tools/water/calc-pressure.html,1,0,0,1
,https://chenguangwu.github.io/tools/hydraulic/power-3.html,1,0,0,1
,https://chenguangwu.github.io/tools/mechanical/gear-ratio.html,1,0,0,1
,https://chenguangwu.github.io/tools/general/pressure-weld.html,0,0,0,1
,https://chenguangwu.github.io/tools/eco/env-impact-score.html,1,0,0,1
,https://chenguangwu.github.io/tools/general/torque-1.html,1,0,0,1
,https://chenguangwu.github.io/tools/design/isometric-grid.html,1,0,0,2
,http://127.0.0.1:8123/_swtest.html?t=32,0,0,0,1
,https://chenguangwu.github.io/tools/furniture/index.html,1,0,0,1
,https://chenguangwu.github.io/search.html,1,0,0,3
,https://chenguangwu.github.io/tools/fluid/index.html,0,0,0,2
,http://localhost:8765/tools/science/logic-gate-simulator.html?verify=patched2,0,0,0,1
,https://chenguangwu.github.io/tools/finance/word-counter.html,1,0,0,1
,https://chenguangwu.github.io/tools/beauty/index.html,0,0,0,1
,https://chenguangwu.github.io/tools/reproductive-medicine/testicular-volume.html,2,0,0,3.6666666666666665
,https://chenguangwu.github.io/tools/marketing/tagline-generator.html,1,0,0,1
,https://chenguangwu.github.io/tools/cardiology/statin-dose.html,1,0,0,1
,http://localhost:8990/tools/safety/manager.html?lang=en-US,0,0,0,1
,http://127.0.0.1:8090/tools/it/base64.html?lang=zh-CN,0,0,0,1
,http://localhost:8976/tools/design/css-grid-generator.html,0,0,0,1
,https://chenguangwu.github.io/tools/rehabilitation/prosthesis-alignment.html,1,0,0,1
,http://127.0.0.1:8102/tools/health/sleep-cycle-calculator.html?lang=zh-CN,0,0,0,1
,http://127.0.0.1:8093/tools/life/timestamp.html?lang=en-US,0,0,0,1
,http://127.0.0.1:8091/tools/it/json-minify.html?lang=zh-CN,0,0,0,1
,http://localhost:8974/tools/design/css-grid-generator.html,0,0,0,2
,https://chenguangwu.github.io/index.html#hot,0,0,0,1
,https://chenguangwu.github.io/tools/it/robots-txt-generator.html,0,0,0,1
,https://chenguangwu.github.io/tools/finance/installment-real-rate.html,1,0,0,1
,https://chenguangwu.github.io/tools/ballistics/simulator-time.html,0,0,0,1
,https://chenguangwu.github.io/tools/travel/timezone-converter-advanced.html,0,0,0,1
,http://127.0.0.1:8090/tools/energy/battery-capacity-wh.html?lang=zh-CN,0,0,0,1
,https://chenguangwu.github.io/tools/fun/color-memory.html,1,0,0,1
,https://chenguangwu.github.io/tools/life/timestamp.html,0,0,0,1
,https://chenguangwu.github.io/tools/general/detector-composition.html,1,0,0,2
,https://chenguangwu.github.io/tools/meteorology/index.html,1,0,0,1
,http://127.0.0.1:8092/tools/it/jwt.html?lang=zh-CN,0,0,0,1
,https://chenguangwu.github.io/tools/neurology/calc-1.html,1,0,0,1
,https://chenguangwu.github.io/tools/tax/vat-output.html,1,0,0,1
,https://chenguangwu.github.io/tools/nephrology/edema-grading.html,0,0,0,2
,https://chenguangwu.github.io/tools/content/generator-time-1.html,1,0,0,1
,https://chenguangwu.github.io/tools/acupuncture/analysis-10.html,1,0,0,1
,http://localhost:8976/tools/biz/superscript-text.html,0,0,0,1
,http://localhost:8981/tools/it/index.html,0,0,0,1
,http://127.0.0.1:8085/tools/it/password-generator.html,0,0,0,1
,https://chenguangwu.github.io/tools/kinematics/relative-velocity-1d.html,1,0,0,1
,https://chenguangwu.github.io/tools/it/otp-generator.html,1,0,0,1
,https://chenguangwu.github.io/tools/urology/turp-parameters.html,0,0,0,2
,https://chenguangwu.github.io/tools/gastroenterology/mayo-score.html,1,0,0,1
,https://chenguangwu.github.io/tools/it/jwt.html,0,0,0,1
,http://127.0.0.1:8102/tools/edu/grade-calculator.html?lang=zh-CN,0,0,0,1
,https://chenguangwu.github.io/tools/cosmetic-derm/jiguangbochangbadian.html,0,0,0,1
